distrito, concelho, freguesia, ano e mes, preco_m2
Lisboa,Lisboa,Belém,Setembro 2016,3.579
Lisboa,Lisboa,Belém,Agosto 2016,3.426
Lisboa,Lisboa,Belém,Julho 2016,3.478
Lisboa,Lisboa,Belém,Junho 2016,3.494
Lisboa,Lisboa,Belém,Maio 2016,3.616
Lisboa,Lisboa,Belém,Abril 2016,3.627
Lisboa,Lisboa,Belém,Março 2016,3.244
Lisboa,Lisboa,Belém,Fevereiro 2016,2.952
Lisboa,Lisboa,Belém,Janeiro 2016,3.017
Lisboa,Lisboa,Belém,Dezembro 2015,2.746
Lisboa,Lisboa,Belém,Novembro 2015,2.790
Lisboa,Lisboa,Belém,Outubro 2015,3.190
Lisboa,Lisboa,Belém,Setembro 2015,3.410
Lisboa,Lisboa,Belém,Agosto 2015,3.736
Lisboa,Lisboa,Belém,Julho 2015,3.276
Lisboa,Lisboa,Belém,Junho 2015,3.312
Lisboa,Lisboa,Belém,Maio 2015,3.339
Lisboa,Lisboa,Belém,Abril 2015,n.a.
Lisboa,Lisboa,Belém,Março 2015,n.a.
Lisboa,Lisboa,Belém,Fevereiro 2015,n.a.
Lisboa,Lisboa,Belém,Janeiro 2015,2.541
Lisboa,Lisboa,Benfica,Dezembro 2019,3.231
Lisboa,Lisboa,Benfica,Novembro 2019,3.213
Lisboa,Lisboa,Benfica,Outubro 2019,3.173
Lisboa,Lisboa,Benfica,Setembro 2019,3.137
Lisboa,Lisboa,Benfica,Agosto 2019,3.126
Lisboa,Lisboa,Benfica,Julho 2019,3.052
Lisboa,Lisboa,Benfica,Junho 2019,3.106
Lisboa,Lisboa,Benfica,Maio 2019,3.136
Lisboa,Lisboa,Benfica,Abril 2019,3.151
Lisboa,Lisboa,Benfica,Março 2019,3.187
Lisboa,Lisboa,Benfica,Fevereiro 2019,3.200
Lisboa,Lisboa,Benfica,Janeiro 2019,3.206
Lisboa,Lisboa,Benfica,Dezembro 2018,3.192
Lisboa,Lisboa,Benfica,Novembro 2018,3.198
Lisboa,Lisboa,Benfica,Outubro 2018,3.143
Lisboa,Lisboa,Benfica,Setembro 2018,3.147
Lisboa,Lisboa,Benfica,Agosto 2018,3.130
Lisboa,Lisboa,Benfica,Julho 2018,3.146
Lisboa,Lisboa,Benfica,Junho 2018,3.124
Lisboa,Lisboa,Benfica,Maio 2018,2.999
Lisboa,Lisboa,Benfica,Abril 2018,2.939
Lisboa,Lisboa,Benfica,Março 2018,2.734
Lisboa,Lisboa,Benfica,Fevereiro 2018,2.656
Lisboa,Lisboa,Benfica,Janeiro 2018,2.653
Lisboa,Lisboa,Benfica,Dezembro 2017,2.704
Lisboa,Lisboa,Benfica,Novembro 2017,2.625
Lisboa,Lisboa,Benfica,Outubro 2017,2.575
Lisboa,Lisboa,Benfica,Setembro 2017,2.493
Lisboa,Lisboa,Benfica,Agosto 2017,2.413
Lisboa,Lisboa,Benfica,Julho 2017,2.383
Lisboa,Lisboa,Benfica,Junho 2017,2.410
Lisboa,Lisboa,Benfica,Maio 2017,2.414
Lisboa,Lisboa,Benfica,Abril 2017,2.413
Lisboa,Lisboa,Benfica,Março 2017,2.398
Lisboa,Lisboa,Benfica,Fevereiro 2017,2.417
Lisboa,Lisboa,Benfica,Janeiro 2017,2.317
Lisboa,Lisboa,Benfica,Dezembro 2016,2.228
Lisboa,Lisboa,Benfica,Novembro 2016,2.222
Lisboa,Lisboa,Benfica,Outubro 2016,2.209
Lisboa,Lisboa,Benfica,Setembro 2016,2.178
Lisboa,Lisboa,Benfica,Agosto 2016,2.126
Lisboa,Lisboa,Benfica,Julho 2016,2.079
Lisboa,Lisboa,Benfica,Junho 2016,2.070
Lisboa,Lisboa,Benfica,Maio 2016,2.017
Lisboa,Lisboa,Benfica,Abril 2016,2.006
Lisboa,Lisboa,Benfica,Março 2016,1.989
Lisboa,Lisboa,Benfica,Fevereiro 2016,1.986
Lisboa,Lisboa,Benfica,Janeiro 2016,1.935
Lisboa,Lisboa,Benfica,Dezembro 2015,1.892
Lisboa,Lisboa,Benfica,Novembro 2015,1.849
Lisboa,Lisboa,Benfica,Outubro 2015,1.800
Lisboa,Lisboa,Benfica,Setembro 2015,1.765
Lisboa,Lisboa,Benfica,Agosto 2015,1.757
Lisboa,Lisboa,Benfica,Julho 2015,1.712
Lisboa,Lisboa,Benfica,Junho 2015,1.622
Lisboa,Lisboa,Benfica,Maio 2015,1.603
Lisboa,Lisboa,Benfica,Abril 2015,1.644
Lisboa,Lisboa,Benfica,Março 2015,1.677
Lisboa,Lisboa,Benfica,Fevereiro 2015,1.735
Lisboa,Lisboa,Benfica,Janeiro 2015,1.814
Lisboa,Lisboa,Campo de Ourique,Dezembro 2019,5.315
Lisboa,Lisboa,Campo de Ourique,Novembro 2019,5.345
Lisboa,Lisboa,Campo de Ourique,Outubro 2019,5.481
Lisboa,Lisboa,Campo de Ourique,Setembro 2019,5.476
Lisboa,Lisboa,Campo de Ourique,Agosto 2019,5.457
Lisboa,Lisboa,Campo de Ourique,Julho 2019,5.437
Lisboa,Lisboa,Campo de Ourique,Junho 2019,5.378
Lisboa,Lisboa,Campo de Ourique,Maio 2019,5.279
Lisboa,Lisboa,Campo de Ourique,Abril 2019,5.210
Lisboa,Lisboa,Campo de Ourique,Março 2019,5.027
Lisboa,Lisboa,Campo de Ourique,Fevereiro 2019,4.987
Lisboa,Lisboa,Campo de Ourique,Janeiro 2019,4.944
Lisboa,Lisboa,Campo de Ourique,Dezembro 2018,4.822
Lisboa,Lisboa,Campo de Ourique,Novembro 2018,4.663
Lisboa,Lisboa,Campo de Ourique,Outubro 2018,4.720
Lisboa,Lisboa,Campo de Ourique,Setembro 2018,4.672
Lisboa,Lisboa,Campo de Ourique,Agosto 2018,4.585
Lisboa,Lisboa,Campo de Ourique,Julho 2018,4.625
Lisboa,Lisboa,Campo de Ourique,Junho 2018,4.505
Lisboa,Lisboa,Campo de Ourique,Maio 2018,4.515
Lisboa,Lisboa,Campo de Ourique,Abril 2018,4.453
Lisboa,Lisboa,Campo de Ourique,Março 2018,4.179
Lisboa,Lisboa,Campo de Ourique,Fevereiro 2018,4.170
Lisboa,Lisboa,Campo de Ourique,Janeiro 2018,4.001
Lisboa,Lisboa,Campo de Ourique,Dezembro 2017,3.964
Lisboa,Lisboa,Campo de Ourique,Novembro 2017,3.852
Lisboa,Lisboa,Campo de Ourique,Outubro 2017,3.824
Lisboa,Lisboa,Campo de Ourique,Setembro 2017,3.676
Lisboa,Lisboa,Campo de Ourique,Agosto 2017,3.424
Lisboa,Lisboa,Campo de Ourique,Julho 2017,3.333
Lisboa,Lisboa,Campo de Ourique,Junho 2017,3.423
Lisboa,Lisboa,Campo de Ourique,Maio 2017,3.562
Lisboa,Lisboa,Campo de Ourique,Abril 2017,3.504
Lisboa,Lisboa,Campo de Ourique,Março 2017,3.452
Lisboa,Lisboa,Campo de Ourique,Fevereiro 2017,3.354
Lisboa,Lisboa,Campo de Ourique,Janeiro 2017,3.372
Lisboa,Lisboa,Campo de Ourique,Dezembro 2016,3.167
Lisboa,Lisboa,Campo de Ourique,Novembro 2016,2.936
Lisboa,Lisboa,Campo de Ourique,Outubro 2016,2.808
Lisboa,Lisboa,Campo de Ourique,Setembro 2016,2.897
Lisboa,Lisboa,Campo de Ourique,Agosto 2016,2.881
Lisboa,Lisboa,Campo de Ourique,Julho 2016,2.876
Lisboa,Lisboa,Campo de Ourique,Junho 2016,2.922
Lisboa,Lisboa,Campo de Ourique,Maio 2016,2.855
Lisboa,Lisboa,Campo de Ourique,Abril 2016,2.622
Lisboa,Lisboa,Campo de Ourique,Março 2016,2.577
Lisboa,Lisboa,Campo de Ourique,Fevereiro 2016,2.636
Lisboa,Lisboa,Campo de Ourique,Janeiro 2016,2.671
Lisboa,Lisboa,Campo de Ourique,Dezembro 2015,2.457
Lisboa,Lisboa,Campo de Ourique,Novembro 2015,2.270
Lisboa,Lisboa,Campo de Ourique,Outubro 2015,2.317
Lisboa,Lisboa,Campo de Ourique,Setembro 2015,2.219
Lisboa,Lisboa,Campo de Ourique,Agosto 2015,2.175
Lisboa,Lisboa,Campo de Ourique,Julho 2015,2.179
Lisboa,Lisboa,Campo de Ourique,Junho 2015,2.400
Lisboa,Lisboa,Campo de Ourique,Maio 2015,2.278
Lisboa,Lisboa,Campo de Ourique,Abril 2015,2.423
Lisboa,Lisboa,Campo de Ourique,Março 2015,2.382
Lisboa,Lisboa,Campo de Ourique,Fevereiro 2015,2.372
Lisboa,Lisboa,Campo de Ourique,Janeiro 2015,2.339
Lisboa,Lisboa,Campolide,Dezembro 2019,6.440
Lisboa,Lisboa,Campolide,Novembro 2019,6.638
Lisboa,Lisboa,Campolide,Outubro 2019,6.807
Lisboa,Lisboa,Campolide,Setembro 2019,6.796
Lisboa,Lisboa,Campolide,Agosto 2019,6.330
Lisboa,Lisboa,Campolide,Julho 2019,5.607
Lisboa,Lisboa,Campolide,Junho 2019,5.309
Lisboa,Lisboa,Campolide,Maio 2019,4.685
Lisboa,Lisboa,Campolide,Abril 2019,4.725
Lisboa,Lisboa,Campolide,Março 2019,5.166
Lisboa,Lisboa,Campolide,Fevereiro 2019,4.525
Lisboa,Lisboa,Campolide,Janeiro 2019,4.167
Lisboa,Lisboa,Campolide,Dezembro 2018,3.564
Lisboa,Lisboa,Campolide,Novembro 2018,3.508
Lisboa,Lisboa,Campolide,Outubro 2018,3.549
Lisboa,Lisboa,Campolide,Setembro 2018,3.550
Lisboa,Lisboa,Campolide,Agosto 2018,3.720
Lisboa,Lisboa,Campolide,Julho 2018,3.987
Lisboa,Lisboa,Campolide,Junho 2018,3.924
Lisboa,Lisboa,Campolide,Maio 2018,3.932
Lisboa,Lisboa,Campolide,Abril 2018,3.835
Lisboa,Lisboa,Campolide,Março 2018,3.814
Lisboa,Lisboa,Campolide,Fevereiro 2018,3.762
Lisboa,Lisboa,Campolide,Janeiro 2018,3.652
Lisboa,Lisboa,Campolide,Dezembro 2017,3.653
Lisboa,Lisboa,Campolide,Novembro 2017,3.682
Lisboa,Lisboa,Campolide,Outubro 2017,3.645
Lisboa,Lisboa,Campolide,Setembro 2017,3.238
Lisboa,Lisboa,Campolide,Agosto 2017,2.994
Lisboa,Lisboa,Campolide,Julho 2017,2.821
Lisboa,Lisboa,Campolide,Junho 2017,2.712
Lisboa,Lisboa,Campolide,Maio 2017,2.591
Lisboa,Lisboa,Campolide,Abril 2017,2.566
Lisboa,Lisboa,Campolide,Março 2017,2.495
Lisboa,Lisboa,Campolide,Fevereiro 2017,2.643
Lisboa,Lisboa,Campolide,Janeiro 2017,2.617
Lisboa,Lisboa,Campolide,Dezembro 2016,2.456
Lisboa,Lisboa,Campolide,Novembro 2016,2.298
Lisboa,Lisboa,Campolide,Outubro 2016,2.265
Lisboa,Lisboa,Campolide,Setembro 2016,2.224
Lisboa,Lisboa,Campolide,Agosto 2016,2.221
Lisboa,Lisboa,Campolide,Julho 2016,2.273
Lisboa,Lisboa,Campolide,Junho 2016,2.330
Lisboa,Lisboa,Campolide,Maio 2016,2.468
Lisboa,Lisboa,Campolide,Abril 2016,2.730
Lisboa,Lisboa,Campolide,Março 2016,2.504
Lisboa,Lisboa,Campolide,Fevereiro 2016,2.487
Lisboa,Lisboa,Campolide,Janeiro 2016,2.297
Lisboa,Lisboa,Campolide,Dezembro 2015,2.253
Lisboa,Lisboa,Campolide,Novembro 2015,2.253
Lisboa,Lisboa,Campolide,Outubro 2015,1.889
Lisboa,Lisboa,Campolide,Setembro 2015,1.891
Lisboa,Lisboa,Campolide,Agosto 2015,1.837
Lisboa,Lisboa,Campolide,Julho 2015,1.826
Lisboa,Lisboa,Campolide,Junho 2015,1.830
Lisboa,Lisboa,Campolide,Maio 2015,1.731
Lisboa,Lisboa,Campolide,Abril 2015,n.a.
Lisboa,Lisboa,Campolide,Março 2015,n.a.
Lisboa,Lisboa,Campolide,Fevereiro 2015,n.a.
Lisboa,Lisboa,Campolide,Janeiro 2015,n.a.
Lisboa,Lisboa,Carnide,Dezembro 2019,3.898
Lisboa,Lisboa,Carnide,Novembro 2019,3.907
Lisboa,Lisboa,Carnide,Outubro 2019,3.963
Lisboa,Lisboa,Carnide,Setembro 2019,3.901
Lisboa,Lisboa,Carnide,Agosto 2019,3.733
Lisboa,Lisboa,Carnide,Julho 2019,3.749
Lisboa,Lisboa,Carnide,Junho 2019,3.745
Lisboa,Lisboa,Carnide,Maio 2019,3.854
Lisboa,Lisboa,Carnide,Abril 2019,3.803
Lisboa,Lisboa,Carnide,Março 2019,3.638
Lisboa,Lisboa,Carnide,Fevereiro 2019,3.641
Lisboa,Lisboa,Carnide,Janeiro 2019,3.613
Lisboa,Lisboa,Carnide,Dezembro 2018,3.638
Lisboa,Lisboa,Carnide,Novembro 2018,3.683
Lisboa,Lisboa,Carnide,Outubro 2018,3.813
Lisboa,Lisboa,Carnide,Setembro 2018,3.826
Lisboa,Lisboa,Carnide,Agosto 2018,3.326
Lisboa,Lisboa,Carnide,Julho 2018,3.278
Lisboa,Lisboa,Carnide,Junho 2018,3.205
Lisboa,Lisboa,Carnide,Maio 2018,3.071
Lisboa,Lisboa,Carnide,Abril 2018,3.216
Lisboa,Lisboa,Carnide,Março 2018,3.175
Lisboa,Lisboa,Carnide,Fevereiro 2018,3.202
Lisboa,Lisboa,Carnide,Janeiro 2018,3.213
Lisboa,Lisboa,Carnide,Dezembro 2017,3.188
Lisboa,Lisboa,Carnide,Novembro 2017,2.979
Lisboa,Lisboa,Carnide,Outubro 2017,2.664
Lisboa,Lisboa,Carnide,Setembro 2017,2.602
Lisboa,Lisboa,Carnide,Agosto 2017,2.799
Lisboa,Lisboa,Carnide,Julho 2017,2.647
Lisboa,Lisboa,Carnide,Junho 2017,3.053
Lisboa,Lisboa,Carnide,Maio 2017,3.052
Lisboa,Lisboa,Carnide,Abril 2017,3.042
Lisboa,Lisboa,Carnide,Março 2017,2.972
Lisboa,Lisboa,Carnide,Fevereiro 2017,2.997
Lisboa,Lisboa,Carnide,Janeiro 2017,2.886
Lisboa,Lisboa,Carnide,Dezembro 2016,2.893
Lisboa,Lisboa,Carnide,Novembro 2016,2.561
Lisboa,Lisboa,Carnide,Outubro 2016,2.599
Lisboa,Lisboa,Carnide,Setembro 2016,2.566
Lisboa,Lisboa,Carnide,Agosto 2016,2.510
Lisboa,Lisboa,Carnide,Julho 2016,2.466
Lisboa,Lisboa,Carnide,Junho 2016,2.373
Lisboa,Lisboa,Carnide,Maio 2016,2.192
Lisboa,Lisboa,Carnide,Abril 2016,2.081
Lisboa,Lisboa,Carnide,Março 2016,2.033
Lisboa,Lisboa,Carnide,Fevereiro 2016,2.107
Lisboa,Lisboa,Carnide,Janeiro 2016,2.111
Lisboa,Lisboa,Carnide,Dezembro 2015,2.035
Lisboa,Lisboa,Carnide,Novembro 2015,2.038
Lisboa,Lisboa,Carnide,Outubro 2015,1.937
Lisboa,Lisboa,Carnide,Setembro 2015,n.a.
Lisboa,Lisboa,Carnide,Agosto 2015,n.a.
Lisboa,Lisboa,Carnide,Julho 2015,n.a.
Lisboa,Lisboa,Carnide,Junho 2015,n.a.
Lisboa,Lisboa,Carnide,Maio 2015,n.a.
Lisboa,Lisboa,Carnide,Abril 2015,n.a.
Lisboa,Lisboa,Carnide,Março 2015,n.a.
Lisboa,Lisboa,Carnide,Fevereiro 2015,n.a.
Lisboa,Lisboa,Carnide,Janeiro 2015,n.a.
Lisboa,Lisboa,Estrela,Dezembro 2019,5.231
Lisboa,Lisboa,Estrela,Novembro 2019,5.246
Lisboa,Lisboa,Estrela,Outubro 2019,5.391
Lisboa,Lisboa,Estrela,Setembro 2019,5.347
Lisboa,Lisboa,Estrela,Agosto 2019,5.227
Lisboa,Lisboa,Estrela,Julho 2019,5.248
Lisboa,Lisboa,Estrela,Junho 2019,5.209
Lisboa,Lisboa,Estrela,Maio 2019,5.085
Lisboa,Lisboa,Estrela,Abril 2019,5.127
Lisboa,Lisboa,Estrela,Março 2019,5.105
Lisboa,Lisboa,Estrela,Fevereiro 2019,5.113
Lisboa,Lisboa,Estrela,Janeiro 2019,5.158
Lisboa,Lisboa,Estrela,Dezembro 2018,5.014
Lisboa,Lisboa,Estrela,Novembro 2018,4.909
Lisboa,Lisboa,Estrela,Outubro 2018,4.835
Lisboa,Lisboa,Estrela,Setembro 2018,4.835
Lisboa,Lisboa,Estrela,Agosto 2018,4.874
Lisboa,Lisboa,Estrela,Julho 2018,4.929
Lisboa,Lisboa,Estrela,Junho 2018,4.916
Lisboa,Lisboa,Estrela,Maio 2018,4.701
Lisboa,Lisboa,Estrela,Abril 2018,4.705
Lisboa,Lisboa,Estrela,Março 2018,4.610
Lisboa,Lisboa,Estrela,Fevereiro 2018,4.504
Lisboa,Lisboa,Estrela,Janeiro 2018,4.306
Lisboa,Lisboa,Estrela,Dezembro 2017,4.253
Lisboa,Lisboa,Estrela,Novembro 2017,4.238
Lisboa,Lisboa,Estrela,Outubro 2017,4.145
Lisboa,Lisboa,Estrela,Setembro 2017,4.039
Lisboa,Lisboa,Estrela,Agosto 2017,4.085
Lisboa,Lisboa,Estrela,Julho 2017,3.972
Lisboa,Lisboa,Estrela,Junho 2017,3.977
Lisboa,Lisboa,Estrela,Maio 2017,3.918
Lisboa,Lisboa,Estrela,Abril 2017,3.967
Lisboa,Lisboa,Estrela,Março 2017,3.882
Lisboa,Lisboa,Estrela,Fevereiro 2017,3.844
Lisboa,Lisboa,Estrela,Janeiro 2017,3.738
Lisboa,Lisboa,Estrela,Dezembro 2016,3.715
Lisboa,Lisboa,Estrela,Novembro 2016,3.720
Lisboa,Lisboa,Estrela,Outubro 2016,3.647
Lisboa,Lisboa,Estrela,Setembro 2016,3.735
Lisboa,Lisboa,Estrela,Agosto 2016,3.736
Lisboa,Lisboa,Estrela,Julho 2016,3.636
Lisboa,Lisboa,Estrela,Junho 2016,3.741
Lisboa,Lisboa,Estrela,Maio 2016,3.757
Lisboa,Lisboa,Estrela,Abril 2016,3.406
Lisboa,Lisboa,Estrela,Março 2016,3.459
Lisboa,Lisboa,Estrela,Fevereiro 2016,3.546
Lisboa,Lisboa,Estrela,Janeiro 2016,2.955
Lisboa,Lisboa,Estrela,Dezembro 2015,3.040
Lisboa,Lisboa,Estrela,Novembro 2015,2.799
Lisboa,Lisboa,Estrela,Outubro 2015,2.784
Lisboa,Lisboa,Estrela,Setembro 2015,2.676
Lisboa,Lisboa,Estrela,Agosto 2015,2.663
Lisboa,Lisboa,Estrela,Julho 2015,2.640
Lisboa,Lisboa,Estrela,Junho 2015,2.688
Lisboa,Lisboa,Estrela,Maio 2015,2.794
Lisboa,Lisboa,Estrela,Abril 2015,2.615
Lisboa,Lisboa,Estrela,Março 2015,2.915
Lisboa,Lisboa,Estrela,Fevereiro 2015,2.853
Lisboa,Lisboa,Estrela,Janeiro 2015,2.790
Lisboa,Lisboa,Lumiar,Dezembro 2019,3.442
Lisboa,Lisboa,Lumiar,Novembro 2019,3.456
Lisboa,Lisboa,Lumiar,Outubro 2019,3.519
Lisboa,Lisboa,Lumiar,Setembro 2019,3.415
Lisboa,Lisboa,Lumiar,Agosto 2019,3.539
Lisboa,Lisboa,Lumiar,Julho 2019,3.632
Lisboa,Lisboa,Lumiar,Junho 2019,3.587
Lisboa,Lisboa,Lumiar,Maio 2019,3.538
Lisboa,Lisboa,Lumiar,Abril 2019,3.525
Lisboa,Lisboa,Lumiar,Março 2019,3.476
Lisboa,Lisboa,Lumiar,Fevereiro 2019,3.402
Lisboa,Lisboa,Lumiar,Janeiro 2019,3.404
Lisboa,Lisboa,Lumiar,Dezembro 2018,3.435
Lisboa,Lisboa,Lumiar,Novembro 2018,3.499
Lisboa,Lisboa,Lumiar,Outubro 2018,3.496
Lisboa,Lisboa,Lumiar,Setembro 2018,3.485
Lisboa,Lisboa,Lumiar,Agosto 2018,3.455
Lisboa,Lisboa,Lumiar,Julho 2018,3.456
Lisboa,Lisboa,Lumiar,Junho 2018,3.569
Lisboa,Lisboa,Lumiar,Maio 2018,3.512
Lisboa,Lisboa,Lumiar,Abril 2018,3.402
Lisboa,Lisboa,Lumiar,Março 2018,3.254
Lisboa,Lisboa,Lumiar,Fevereiro 2018,3.243
Lisboa,Lisboa,Lumiar,Janeiro 2018,3.048
Lisboa,Lisboa,Lumiar,Dezembro 2017,3.012
Lisboa,Lisboa,Lumiar,Novembro 2017,2.909
Lisboa,Lisboa,Lumiar,Outubro 2017,2.743
Lisboa,Lisboa,Lumiar,Setembro 2017,2.619
Lisboa,Lisboa,Lumiar,Agosto 2017,2.589
Lisboa,Lisboa,Lumiar,Julho 2017,2.460
Lisboa,Lisboa,Lumiar,Junho 2017,2.460
Lisboa,Lisboa,Lumiar,Maio 2017,2.415
Lisboa,Lisboa,Lumiar,Abril 2017,2.359
Lisboa,Lisboa,Lumiar,Março 2017,2.346
Lisboa,Lisboa,Lumiar,Fevereiro 2017,2.332
Lisboa,Lisboa,Lumiar,Janeiro 2017,2.251
Lisboa,Lisboa,Lumiar,Dezembro 2016,2.233
Lisboa,Lisboa,Lumiar,Novembro 2016,2.256
Lisboa,Lisboa,Lumiar,Outubro 2016,2.244
Lisboa,Lisboa,Lumiar,Setembro 2016,2.237
Lisboa,Lisboa,Lumiar,Agosto 2016,2.199
Lisboa,Lisboa,Lumiar,Julho 2016,2.145
Lisboa,Lisboa,Lumiar,Junho 2016,2.154
Lisboa,Lisboa,Lumiar,Maio 2016,2.086
Lisboa,Lisboa,Lumiar,Abril 2016,2.119
Lisboa,Lisboa,Lumiar,Março 2016,2.092
Lisboa,Lisboa,Lumiar,Fevereiro 2016,2.003
Lisboa,Lisboa,Lumiar,Janeiro 2016,1.962
Lisboa,Lisboa,Lumiar,Dezembro 2015,1.966
Lisboa,Lisboa,Lumiar,Novembro 2015,2.012
Lisboa,Lisboa,Lumiar,Outubro 2015,2.082
Lisboa,Lisboa,Lumiar,Setembro 2015,2.159
Lisboa,Lisboa,Lumiar,Agosto 2015,2.170
Lisboa,Lisboa,Lumiar,Julho 2015,2.041
Lisboa,Lisboa,Lumiar,Junho 2015,1.943
Lisboa,Lisboa,Lumiar,Maio 2015,1.994
Lisboa,Lisboa,Lumiar,Abril 2015,1.913
Lisboa,Lisboa,Lumiar,Março 2015,1.969
Lisboa,Lisboa,Lumiar,Fevereiro 2015,2.021
Lisboa,Lisboa,Lumiar,Janeiro 2015,2.036
Lisboa,Lisboa,Marvila,Dezembro 2019,4.203
Lisboa,Lisboa,Marvila,Novembro 2019,4.051
Lisboa,Lisboa,Marvila,Outubro 2019,4.080
Lisboa,Lisboa,Marvila,Setembro 2019,3.634
Lisboa,Lisboa,Marvila,Agosto 2019,3.554
Lisboa,Lisboa,Marvila,Julho 2019,3.797
Lisboa,Lisboa,Marvila,Junho 2019,3.801
Lisboa,Lisboa,Marvila,Maio 2019,3.476
Lisboa,Lisboa,Marvila,Abril 2019,3.179
Lisboa,Lisboa,Marvila,Março 2019,3.116
Lisboa,Lisboa,Marvila,Fevereiro 2019,3.073
Lisboa,Lisboa,Marvila,Janeiro 2019,3.079
Lisboa,Lisboa,Marvila,Dezembro 2018,3.081
Lisboa,Lisboa,Marvila,Novembro 2018,3.308
Lisboa,Lisboa,Marvila,Outubro 2018,3.256
Lisboa,Lisboa,Marvila,Setembro 2018,3.152
Lisboa,Lisboa,Marvila,Agosto 2018,3.136
Lisboa,Lisboa,Marvila,Julho 2018,2.664
Lisboa,Lisboa,Marvila,Junho 2018,2.450
Lisboa,Lisboa,Marvila,Maio 2018,2.360
Lisboa,Lisboa,Marvila,Abril 2018,2.282
Lisboa,Lisboa,Marvila,Março 2018,2.115
Lisboa,Lisboa,Marvila,Fevereiro 2018,2.185
Lisboa,Lisboa,Marvila,Janeiro 2018,2.086
Lisboa,Lisboa,Marvila,Dezembro 2017,2.014
Lisboa,Lisboa,Marvila,Novembro 2017,1.994
Lisboa,Lisboa,Marvila,Outubro 2017,1.879
Lisboa,Lisboa,Marvila,Setembro 2017,1.764
Lisboa,Lisboa,Marvila,Agosto 2017,1.878
Lisboa,Lisboa,Marvila,Julho 2017,1.900
Lisboa,Lisboa,Marvila,Junho 2017,1.879
Lisboa,Lisboa,Marvila,Maio 2017,1.605
Lisboa,Lisboa,Marvila,Abril 2017,1.535
Lisboa,Lisboa,Marvila,Março 2017,1.491
Lisboa,Lisboa,Marvila,Fevereiro 2017,1.561
Lisboa,Lisboa,Marvila,Janeiro 2017,1.497
Lisboa,Lisboa,Marvila,Dezembro 2016,1.421
Lisboa,Lisboa,Marvila,Novembro 2016,1.420
Lisboa,Lisboa,Marvila,Outubro 2016,1.446
Lisboa,Lisboa,Marvila,Setembro 2016,1.486
Lisboa,Lisboa,Marvila,Agosto 2016,1.427
Lisboa,Lisboa,Marvila,Julho 2016,1.444
Lisboa,Lisboa,Marvila,Junho 2016,1.463
Lisboa,Lisboa,Marvila,Maio 2016,1.575
Lisboa,Lisboa,Marvila,Abril 2016,1.517
Lisboa,Lisboa,Marvila,Março 2016,1.449
Lisboa,Lisboa,Marvila,Fevereiro 2016,1.435
Lisboa,Lisboa,Marvila,Janeiro 2016,1.411
Lisboa,Lisboa,Marvila,Dezembro 2015,1.371
Lisboa,Lisboa,Marvila,Novembro 2015,1.335
Lisboa,Lisboa,Marvila,Outubro 2015,1.326
Lisboa,Lisboa,Marvila,Setembro 2015,1.364
Lisboa,Lisboa,Marvila,Agosto 2015,1.365
Lisboa,Lisboa,Marvila,Julho 2015,1.365
Lisboa,Lisboa,Marvila,Junho 2015,1.365
Lisboa,Lisboa,Marvila,Maio 2015,1.273
Lisboa,Lisboa,Marvila,Abril 2015,1.239
Lisboa,Lisboa,Marvila,Março 2015,1.333
Lisboa,Lisboa,Marvila,Fevereiro 2015,1.356
Lisboa,Lisboa,Marvila,Janeiro 2015,1.355
Lisboa,Lisboa,Misericórdia,Dezembro 2019,6.075
Lisboa,Lisboa,Misericórdia,Novembro 2019,5.962
Lisboa,Lisboa,Misericórdia,Outubro 2019,6.041
Lisboa,Lisboa,Misericórdia,Setembro 2019,6.032
Lisboa,Lisboa,Misericórdia,Agosto 2019,6.033
Lisboa,Lisboa,Misericórdia,Julho 2019,6.209
Lisboa,Lisboa,Misericórdia,Junho 2019,6.171
Lisboa,Lisboa,Misericórdia,Maio 2019,6.052
Lisboa,Lisboa,Misericórdia,Abril 2019,5.877
Lisboa,Lisboa,Misericórdia,Março 2019,5.919
Lisboa,Lisboa,Misericórdia,Fevereiro 2019,5.852
Lisboa,Lisboa,Misericórdia,Janeiro 2019,5.954
Lisboa,Lisboa,Misericórdia,Dezembro 2018,6.014
Lisboa,Lisboa,Misericórdia,Novembro 2018,6.066
Lisboa,Lisboa,Misericórdia,Outubro 2018,6.020
Lisboa,Lisboa,Misericórdia,Setembro 2018,6.066
Lisboa,Lisboa,Misericórdia,Agosto 2018,6.252
Lisboa,Lisboa,Misericórdia,Julho 2018,6.410
Lisboa,Lisboa,Misericórdia,Junho 2018,6.342
Lisboa,Lisboa,Misericórdia,Maio 2018,6.108
Lisboa,Lisboa,Misericórdia,Abril 2018,5.881
Lisboa,Lisboa,Misericórdia,Março 2018,5.769
Lisboa,Lisboa,Misericórdia,Fevereiro 2018,5.861
Lisboa,Lisboa,Misericórdia,Janeiro 2018,5.692
Lisboa,Lisboa,Misericórdia,Dezembro 2017,5.694
Lisboa,Lisboa,Misericórdia,Novembro 2017,5.764
Lisboa,Lisboa,Misericórdia,Outubro 2017,5.832
Lisboa,Lisboa,Misericórdia,Setembro 2017,5.853
Lisboa,Lisboa,Misericórdia,Agosto 2017,5.830
Lisboa,Lisboa,Misericórdia,Julho 2017,5.562
Lisboa,Lisboa,Misericórdia,Junho 2017,5.324
