distrito, concelho, freguesia, ano, mes, preco_m2
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Setembro 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Agosto 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Julho 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Junho 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Maio 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Abril 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Março 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Fevereiro 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Janeiro 2019,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Dezembro 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Novembro 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Outubro 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Setembro 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Agosto 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Julho 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Junho 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Maio 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Abril 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Março 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Fevereiro 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Janeiro 2018,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Dezembro 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Novembro 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Outubro 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Setembro 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Agosto 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Julho 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Junho 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Maio 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Abril 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Março 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Fevereiro 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Janeiro 2017,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Dezembro 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Novembro 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Outubro 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Setembro 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Agosto 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Julho 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Junho 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Maio 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Abril 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Março 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Fevereiro 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Janeiro 2016,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Dezembro 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Novembro 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Outubro 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Setembro 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Agosto 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Julho 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Junho 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Maio 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Abril 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Março 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Fevereiro 2015,n.a.
Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),Janeiro 2015,n.a.
Braga,Braga,Espinho,Dezembro 2019,n.a.
Braga,Braga,Espinho,Novembro 2019,n.a.
Braga,Braga,Espinho,Outubro 2019,n.a.
Braga,Braga,Espinho,Setembro 2019,n.a.
Braga,Braga,Espinho,Agosto 2019,n.a.
Braga,Braga,Espinho,Julho 2019,n.a.
Braga,Braga,Espinho,Junho 2019,n.a.
Braga,Braga,Espinho,Maio 2019,n.a.
Braga,Braga,Espinho,Abril 2019,n.a.
Braga,Braga,Espinho,Março 2019,n.a.
Braga,Braga,Espinho,Fevereiro 2019,n.a.
Braga,Braga,Espinho,Janeiro 2019,n.a.
Braga,Braga,Espinho,Dezembro 2018,n.a.
Braga,Braga,Espinho,Novembro 2018,n.a.
Braga,Braga,Espinho,Outubro 2018,n.a.
Braga,Braga,Espinho,Setembro 2018,n.a.
Braga,Braga,Espinho,Agosto 2018,n.a.
Braga,Braga,Espinho,Julho 2018,n.a.
Braga,Braga,Espinho,Junho 2018,n.a.
Braga,Braga,Espinho,Maio 2018,n.a.
Braga,Braga,Espinho,Abril 2018,n.a.
Braga,Braga,Espinho,Março 2018,n.a.
Braga,Braga,Espinho,Fevereiro 2018,n.a.
Braga,Braga,Espinho,Janeiro 2018,n.a.
Braga,Braga,Espinho,Dezembro 2017,n.a.
Braga,Braga,Espinho,Novembro 2017,n.a.
Braga,Braga,Espinho,Outubro 2017,n.a.
Braga,Braga,Espinho,Setembro 2017,n.a.
Braga,Braga,Espinho,Agosto 2017,n.a.
Braga,Braga,Espinho,Julho 2017,n.a.
Braga,Braga,Espinho,Junho 2017,n.a.
Braga,Braga,Espinho,Maio 2017,n.a.
Braga,Braga,Espinho,Abril 2017,n.a.
Braga,Braga,Espinho,Março 2017,n.a.
Braga,Braga,Espinho,Fevereiro 2017,n.a.
Braga,Braga,Espinho,Janeiro 2017,n.a.
Braga,Braga,Espinho,Dezembro 2016,n.a.
Braga,Braga,Espinho,Novembro 2016,n.a.
Braga,Braga,Espinho,Outubro 2016,n.a.
Braga,Braga,Espinho,Setembro 2016,n.a.
Braga,Braga,Espinho,Agosto 2016,n.a.
Braga,Braga,Espinho,Julho 2016,n.a.
Braga,Braga,Espinho,Junho 2016,n.a.
Braga,Braga,Espinho,Maio 2016,n.a.
Braga,Braga,Espinho,Abril 2016,n.a.
Braga,Braga,Espinho,Março 2016,n.a.
Braga,Braga,Espinho,Fevereiro 2016,n.a.
